,AKAP11_4,UtagF_SS_147a,UtagF_SS_148c,c09_3783_SGT,c25_1441_SAC,N_208,N_364,N_473,N_787,N_864,N_890,N_1078,N_1151,N_1247,N_1269,N_1390,N_1431,N_1645,N_2406,N_2488,N_2551,N_2597,N_2723,N_2222,N_2618,N_2731,1_1,7_1,8_1,10_1,11_1,12_1,14_1,15_1,17_1,18_1,19_1,21_1,24_1,26_1,28_1,29_1,31_1,33_1,34_1,35_1,38_1,39_1,47_1,48_1,49_1,50_1,TN_236,TN_489,TN_1026,TN_1086,TN_1499,TN_1510,TN_1544,TN_1575,TN_1576,TN_1734,TN_1746,TN_1773,TN_1894,TN_1937,TN_2066,TN_2333,TN_2604,TN_2606,TN_2787,TN_208,TN_443,TN_473,TN_890,TN_989,TN_1078,TN_1151,TN_1212,TN_1322,TN_2056,TN_2268,TN_2350,TN_2536,TN_2736,TN_2792,TN_2841,TN_1195,TN_2603,TN_1642,TN_645,TN_1307,TN_2594,TN_1370,TN_2240,TN_376,TN_1263,TN_2431,TN_921,TN_1912,TN_2692,TN_951,TN_371,TN_2223,TN_765,TN_1122,TN_2455,TN_1740,TN_1488,TN_1294,TN_2758,TN_2293,TN_748,TN_861,TN_1339,TN_1071,TN_2510,TN_1881,TN_1153,TN_390,TN_2304,TN_2502,TN_1468,TN_733,TN_347,TN_680,TN_1385,TN_343,TN_220,TN_2672,TN_2128,TN_1235,TN_1579,TN_2846,TN_825,TN_1939,TN_1024,TN_917,TN_1735,TN_2494,TN_1514,TN_2417,TN_1166,TN_301,TN_2700,TN_1686,TN_2076,TN_2592,TN_666,TN_744,TN_1980,TN_2169,TN_1597,TN_192,TN_1350,TN_997,TN_2181,TN_2462,TN_608,TN_2729,TN_1433,TN_1016,TN_2423,TN_1110,TN_2074,TN_1822,TN_539,TN_2563,TN_2871,TN_2309,TN_1455,c25_684F_713R_SACa,c25_684F_713R_SACb
UTS_17_1y_1849,3,2,3,3,3,1,3,3,2,3,1,3,3,1,3,3,2,1,2,2,3,3,3,1,1,1,1,1,2,2,2,2,1,1,3,3,2,2,2,2,2,2,1,3,2,2,1,1,1,1,2,2,3,1,2,2,3,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,3,2,2,1,3,3,3,2,3,3,3,2,2,2,2,1,2,1,3,3,1,3,3,2,1,3,1,3,1,3,3,1,1,2,2,1,1,2,2,3,2,1,2,3,1,2,1,1,3,1,1,2,2,2,3,3,3,2,2,1,3,2,2,3,1,2,1,2,2,3,2,2,3,1,2,3,1,3,2,2,1,NA,3,3,3,2,3,2,3,3,1,2,1,1,2,1,3,3,1,2,2
UTS_17_1y_1850,2,2,2,2,2,3,3,3,1,2,2,1,3,1,3,2,3,3,2,2,3,3,1,2,1,1,1,1,2,3,3,1,2,1,3,2,3,2,1,2,3,1,2,3,2,3,1,1,1,1,3,3,2,1,3,1,2,1,1,2,3,1,2,2,3,2,1,1,1,1,3,1,3,1,1,NA,3,2,2,3,3,NA,2,1,2,1,3,1,1,1,3,2,2,2,3,2,1,3,2,2,1,2,2,2,1,2,2,1,3,2,1,2,3,3,3,3,1,3,1,1,3,2,1,3,3,2,3,2,3,3,2,1,2,2,1,3,1,2,1,1,3,1,3,1,2,1,1,2,1,3,1,2,1,NA,3,2,3,3,2,2,3,1,3,2,2,1,3,3,3,3,2,2,2
UTS_17_1y_1851,3,1,3,3,3,2,2,3,1,2,2,2,2,1,3,3,2,3,3,3,1,2,2,1,1,1,1,1,3,3,3,3,1,1,3,3,3,2,1,1,2,2,2,3,2,3,1,1,2,3,1,3,1,3,2,1,2,2,2,3,1,1,2,2,3,2,1,1,2,3,3,1,2,1,3,1,2,3,3,3,2,3,2,1,2,1,3,1,1,1,1,3,2,3,1,1,1,3,1,3,1,3,3,3,2,2,2,2,3,3,2,2,1,1,3,3,2,1,2,1,3,1,2,1,3,1,1,3,1,2,2,3,3,3,3,2,1,2,1,2,3,1,3,2,2,2,2,2,2,2,1,2,1,NA,3,2,2,1,3,2,1,3,3,3,1,2,1,2,2,3,NA,2,2
UTS_17_1y_1852,3,2,2,3,2,2,3,3,1,3,1,3,3,3,3,2,1,3,3,3,2,3,3,2,1,2,1,1,2,2,3,2,1,3,3,3,3,3,1,1,2,1,3,3,2,3,1,1,2,1,1,2,2,2,3,1,3,1,2,2,2,1,3,3,3,2,1,1,3,2,2,2,3,2,1,1,3,3,1,3,2,3,3,1,3,3,3,2,1,2,2,2,1,3,3,3,2,3,3,2,2,3,3,3,1,3,1,3,3,2,2,2,2,2,2,3,1,2,1,2,2,1,1,2,2,1,2,2,3,2,3,1,1,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,1,3,2,1,2,NA,3,1,2,3,2,1,2,3,1,3,1,1,2,2,3,3,2,2,2
UTS_17_1y_1853,3,3,1,2,1,2,2,3,1,2,1,2,3,1,2,1,NA,2,3,2,3,2,1,3,1,1,1,NA,2,3,2,1,2,1,2,1,NA,2,1,2,2,1,2,3,3,3,1,1,1,2,2,3,2,1,1,1,3,1,1,2,3,1,2,2,2,2,2,2,2,1,3,1,3,1,2,1,3,3,2,3,3,NA,3,3,2,2,3,3,1,2,2,2,1,2,3,3,1,3,1,2,NA,3,3,1,1,3,1,3,2,3,3,2,NA,1,3,3,2,2,2,1,2,1,2,2,2,2,2,1,3,3,2,1,3,1,3,3,1,2,1,1,1,1,2,3,2,3,2,2,1,2,1,3,2,NA,NA,1,2,2,3,2,3,3,1,3,1,1,2,2,3,3,2,3,3
UTS_17_1y_1854,3,1,3,3,3,2,3,2,1,1,1,3,3,1,3,3,NA,3,3,3,2,3,3,NA,1,1,1,2,3,2,3,1,2,2,3,2,NA,3,2,2,2,1,3,3,3,2,1,1,2,2,2,3,NA,3,3,1,3,2,1,3,1,1,NA,2,3,1,1,2,2,2,2,1,2,1,2,1,2,2,2,3,2,NA,NA,2,2,2,3,NA,2,2,3,NA,1,3,3,NA,1,3,1,1,NA,3,3,1,3,2,1,1,3,3,2,2,NA,2,3,3,2,2,1,1,2,1,NA,3,2,2,1,2,2,3,1,3,3,2,3,3,NA,3,2,NA,2,1,3,1,1,2,3,2,2,NA,2,2,2,NA,NA,1,NA,3,NA,2,2,2,3,3,1,2,2,1,3,2,2,NA,NA
UTS_17_1y_1855,3,2,2,3,2,2,3,3,2,2,2,1,3,1,2,2,1,3,3,2,3,1,3,1,1,2,1,1,3,3,3,2,1,1,3,3,3,3,2,1,3,1,3,3,3,3,1,1,2,2,1,3,1,2,2,1,3,1,2,2,2,1,3,3,3,1,1,2,2,2,2,2,3,1,2,1,3,1,2,3,1,2,2,1,1,3,3,1,1,2,1,1,1,3,3,NA,2,3,1,2,1,3,3,2,2,3,1,3,2,3,1,2,1,2,2,3,1,2,1,1,3,1,1,2,3,1,2,2,2,2,3,2,2,3,3,2,1,3,1,1,2,1,3,2,2,3,2,2,1,3,1,2,1,NA,3,1,2,1,3,2,1,2,2,2,1,2,2,1,3,2,1,2,2
UTS_17_1y_1856,3,3,2,3,2,2,3,3,2,3,1,2,3,1,3,3,1,3,3,3,3,3,2,1,2,1,2,1,3,2,2,2,1,3,2,2,2,3,2,1,2,1,3,3,3,3,1,1,1,2,2,3,2,2,3,2,3,3,1,1,1,1,2,2,3,2,1,2,1,1,1,1,3,3,3,3,2,2,2,2,2,NA,2,2,2,3,3,3,2,1,2,3,1,3,2,2,1,3,1,2,1,3,2,2,1,3,2,3,3,3,1,2,NA,2,3,2,2,1,1,2,2,1,2,3,2,2,2,2,3,2,3,2,1,3,3,1,1,3,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,NA,2,1,2,3,2,3,2,3,3,3,1,2,2,1,3,2,2,2,2
UTS_17_1y_1857,3,2,2,3,1,2,2,2,1,3,2,1,3,2,2,3,3,3,3,1,1,3,3,1,1,1,1,2,2,3,2,1,2,1,3,3,2,2,1,2,1,1,3,3,1,3,1,2,1,2,2,3,1,1,3,1,2,1,1,3,1,1,2,2,2,2,1,1,2,2,2,1,3,2,2,1,3,3,2,2,2,2,3,2,1,1,3,3,1,3,1,2,2,3,2,2,1,3,1,2,1,3,1,1,2,2,1,3,3,2,1,2,NA,1,1,3,1,3,2,2,1,1,2,2,2,2,2,1,3,2,3,2,2,3,3,2,2,1,1,1,1,3,3,2,2,2,1,1,3,2,3,2,1,NA,3,1,3,1,3,3,1,2,1,3,1,2,3,3,3,3,3,3,3
UTS_17_1y_1858,3,2,2,3,1,2,3,3,2,2,2,1,2,1,3,2,1,3,3,2,2,2,3,1,1,1,2,2,2,3,3,2,2,1,2,2,2,2,1,2,2,1,2,3,3,3,1,1,2,1,1,3,2,3,3,2,3,3,2,2,1,1,3,2,3,2,1,2,3,1,2,1,3,3,3,1,3,3,2,2,3,NA,3,3,2,3,2,2,3,1,2,2,2,3,3,2,1,2,1,1,1,3,2,1,1,3,2,2,3,3,1,3,2,2,2,2,2,2,2,3,2,2,1,2,3,3,1,2,3,1,3,2,2,1,3,3,1,3,1,1,2,1,2,2,2,1,2,1,3,3,1,1,1,NA,2,2,2,2,3,1,2,3,3,3,2,2,1,1,3,1,2,3,3
UTS_17_1y_1859,3,2,2,3,1,2,2,3,1,3,1,3,3,1,3,3,2,3,3,3,2,2,2,1,2,1,1,1,3,2,3,3,2,2,3,2,3,3,1,2,2,2,3,3,2,3,2,1,2,1,2,3,2,3,2,1,3,1,1,3,1,1,3,2,3,2,1,2,3,1,3,1,3,1,2,1,3,3,2,3,2,3,3,1,2,3,3,2,2,1,2,1,2,3,3,NA,1,2,1,3,1,3,3,2,2,2,2,2,3,3,2,1,NA,2,3,3,1,1,1,1,2,1,1,3,2,2,1,3,3,2,2,2,2,3,1,3,1,1,1,1,2,1,3,1,1,1,1,2,2,3,3,1,2,NA,3,1,2,1,2,1,1,2,1,2,1,NA,1,2,3,3,NA,3,3
UTS_17_1y_1860,2,2,2,3,2,1,3,3,3,2,2,1,3,1,2,1,2,3,3,1,3,2,3,2,2,1,1,2,3,3,3,1,2,1,3,1,3,1,1,1,2,1,3,3,3,2,2,1,1,1,3,1,1,2,2,1,3,3,3,3,2,1,3,2,2,2,1,2,1,1,3,1,2,1,3,1,2,2,2,2,2,2,2,2,3,1,3,1,1,1,2,3,1,3,2,3,1,3,1,2,1,3,3,1,1,3,1,3,3,3,1,2,1,1,3,3,1,2,2,2,2,1,2,1,3,2,3,2,3,3,2,1,2,3,3,2,1,3,2,1,2,2,1,3,3,2,2,1,3,3,3,1,2,NA,NA,1,2,2,NA,2,1,2,2,3,1,1,3,3,3,3,NA,2,2
UTS_17_1y_1861,2,2,2,3,2,2,3,3,1,3,2,1,3,1,3,2,2,3,3,2,3,2,2,2,2,1,1,2,2,2,3,1,1,2,3,3,2,3,1,1,3,2,2,3,3,3,1,1,1,2,2,2,2,2,3,2,3,2,1,2,1,1,2,2,3,3,1,3,1,1,3,2,3,2,3,2,3,2,3,3,1,NA,2,1,3,1,3,3,1,1,1,2,1,2,3,NA,1,3,1,2,2,3,2,1,1,3,2,3,3,3,1,1,NA,1,3,2,2,1,2,1,1,1,3,3,1,3,2,2,3,1,3,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,3,3,2,3,2,1,NA,NA,2,2,3,1,1,2,2,3,2,1,2,3,1,3,3,NA,2,2
UTS_17_1y_1862,3,2,3,2,3,2,3,2,2,2,1,1,2,1,3,2,2,1,2,2,2,3,3,2,1,1,1,1,2,2,2,2,1,2,3,1,NA,3,1,2,3,2,3,2,2,3,2,1,1,1,3,2,2,1,3,1,2,1,1,NA,1,1,2,1,3,2,1,1,2,1,3,1,3,2,2,1,3,3,3,3,2,NA,3,1,3,2,3,3,1,1,1,3,2,3,3,NA,2,1,1,2,NA,NA,3,1,1,3,1,3,3,3,2,1,NA,2,3,3,2,2,1,2,2,2,NA,1,3,2,1,2,3,2,2,2,1,NA,2,2,1,1,2,1,2,1,3,1,3,2,1,1,2,2,1,2,1,NA,NA,1,1,3,NA,2,2,1,2,3,1,NA,3,1,3,3,NA,2,2
UTS_17_1y_1863,3,1,3,2,2,2,3,2,1,2,1,1,2,1,3,2,2,1,3,1,1,2,2,NA,1,1,2,1,2,2,3,2,1,1,3,1,NA,3,1,2,3,2,3,3,2,2,2,1,1,1,3,2,2,1,3,2,2,1,1,NA,1,1,2,1,3,2,1,1,1,1,2,1,3,NA,2,NA,3,2,2,3,2,NA,3,1,3,2,3,3,1,1,1,2,2,3,3,1,2,1,1,2,2,3,3,1,1,3,1,3,3,3,2,1,2,1,3,3,2,1,1,1,2,1,2,1,3,2,1,2,2,2,1,1,1,3,2,1,NA,2,2,1,2,1,3,1,2,2,1,1,2,2,2,2,1,NA,3,1,1,3,3,2,2,1,2,3,1,NA,3,1,3,3,NA,3,3
UTS_17_1y_1864,3,2,2,3,2,3,2,3,2,1,1,2,2,1,2,3,2,3,2,1,2,1,3,1,1,1,1,2,1,2,3,1,2,1,2,2,3,2,2,2,3,1,2,3,3,3,2,1,1,1,1,2,2,2,3,1,3,2,1,3,1,1,2,1,3,1,1,2,2,1,2,1,2,1,3,2,2,2,2,3,1,NA,3,1,1,1,3,2,2,1,1,3,2,3,2,NA,1,2,1,1,1,3,1,2,3,2,3,1,3,2,1,1,NA,1,3,3,2,2,2,1,2,1,NA,2,3,1,1,2,3,2,3,1,2,NA,1,3,NA,2,2,1,2,2,2,2,2,2,1,1,3,2,2,1,2,NA,NA,1,2,2,3,2,2,3,1,2,1,3,3,2,3,3,NA,2,2
UTS_17_1y_1865,2,1,3,3,3,2,3,3,1,NA,1,2,3,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,3,2,NA,3,1,1,3,2,NA,2,3,3,2,1,NA,2,3,3,NA,3,2,1,3,1,1,NA,NA,1,2,2,3,3,1,2,1,NA,3,1,3,NA,3,NA,1,NA,1,NA,3,NA,3,NA,NA,NA,3,NA,1,NA,NA,NA,1,2,3,NA,1,NA,2,2,NA,2,NA,NA,1,2,3,NA,3,3,1,2,NA,1,3,3,2,2,2,1,3,3,NA,1,3,1,NA,1,3,2,2,NA,1,NA,2,2,NA,2,2,NA,2,1,3,1,3,NA,NA,NA,NA,NA,2,2,2,NA,NA,1,1,2,NA,2,3,3,2,2,2,NA,2,NA,3,3,NA,NA,NA
UTS_17_1y_1866,3,2,2,3,1,2,3,3,NA,NA,1,2,3,1,2,NA,2,3,2,1,NA,2,NA,NA,NA,1,1,1,2,3,2,1,2,2,3,3,NA,1,1,NA,2,1,1,3,3,3,NA,1,NA,2,2,1,NA,3,3,2,3,NA,1,NA,NA,1,3,2,2,1,1,2,2,NA,3,3,3,NA,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,3,3,NA,1,NA,2,1,NA,3,NA,NA,2,3,2,NA,3,3,2,NA,NA,2,3,2,1,1,1,2,3,NA,NA,1,3,2,NA,1,2,2,3,NA,1,NA,2,2,NA,2,NA,NA,2,NA,2,3,NA,NA,2,2,NA,NA,3,1,2,NA,NA,1,3,1,3,1,3,2,1,3,1,NA,1,2,2,2,NA,NA,NA
UTS_17_1y_1868,2,2,2,3,2,3,3,3,2,NA,1,1,3,2,3,2,NA,3,3,2,NA,2,3,NA,1,2,1,1,2,3,3,1,1,2,3,3,NA,3,1,2,2,3,3,3,2,3,1,1,1,2,2,2,1,2,3,1,3,2,1,NA,1,1,2,2,3,2,1,1,2,1,3,2,2,NA,3,1,2,2,3,2,2,NA,NA,2,3,1,3,NA,2,NA,1,2,NA,2,2,NA,1,NA,1,1,NA,3,NA,1,1,2,1,3,3,2,2,2,NA,2,3,3,2,1,3,1,2,1,NA,3,1,3,1,2,3,2,2,NA,1,NA,3,1,1,2,1,1,3,1,3,1,2,NA,2,3,2,1,1,2,1,NA,NA,1,1,2,3,1,3,2,2,3,1,2,2,NA,3,2,NA,2,2
UTS_17_1y_1869,3,3,1,3,1,2,3,3,1,2,1,2,3,1,3,1,3,3,3,2,2,2,1,1,1,1,1,1,2,3,3,2,1,1,3,3,2,2,1,2,2,1,2,3,3,2,2,1,1,1,3,3,2,2,3,1,3,2,1,2,2,1,3,1,3,2,1,2,2,1,2,1,3,1,2,1,3,2,3,3,2,3,2,2,3,1,3,2,2,1,2,3,1,3,2,2,1,3,1,2,1,3,2,2,2,2,2,1,2,2,2,3,2,2,3,3,1,3,2,1,2,2,2,3,3,1,2,2,3,3,2,2,2,2,2,3,2,2,2,1,3,1,3,2,1,1,2,2,1,3,2,2,2,1,3,2,3,2,2,3,2,2,2,2,2,1,1,1,2,3,2,3,3
UTS_17_1y_1870,3,1,3,3,3,2,3,3,2,3,3,2,3,1,3,2,1,3,3,3,1,3,2,1,1,1,1,2,3,3,3,2,1,1,3,3,NA,2,1,1,3,1,2,2,2,3,1,1,2,3,1,3,2,2,2,1,3,1,2,3,1,1,2,1,3,2,1,1,2,3,3,1,3,1,2,1,3,2,3,3,2,NA,3,1,2,1,2,1,1,2,1,3,2,3,1,2,1,3,1,1,1,3,3,3,2,3,2,1,2,3,2,1,NA,2,3,3,2,2,2,2,3,1,2,1,3,1,1,3,2,1,2,3,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,1,2,1,NA,NA,2,2,2,3,1,2,3,3,3,1,1,2,2,3,2,NA,2,2
UTS_17_1y_1871,3,2,2,3,2,2,2,3,2,2,1,2,3,1,3,2,2,3,3,2,3,2,3,1,1,1,1,1,3,3,2,2,3,1,3,2,2,3,1,2,2,1,3,3,2,3,2,1,2,1,3,3,1,1,3,1,3,2,1,1,1,1,3,1,3,2,1,1,1,1,2,2,3,1,2,2,2,3,2,2,2,NA,2,1,1,2,3,2,2,1,1,1,1,2,2,1,1,2,1,2,2,3,3,1,1,1,2,3,3,3,2,3,2,1,2,2,1,1,1,2,2,2,3,2,2,3,1,2,3,3,2,1,1,2,3,2,1,3,2,3,3,2,3,1,3,1,3,2,2,3,1,1,2,NA,2,1,2,2,2,1,3,3,3,3,2,1,3,2,3,3,NA,3,3
UTS_17_1y_1872,2,1,3,3,3,3,3,3,2,2,1,2,3,1,3,3,3,1,2,3,NA,3,2,1,1,2,1,1,3,3,2,3,2,1,2,1,2,2,1,2,1,3,NA,3,3,2,2,1,1,1,3,3,2,1,2,1,3,2,1,3,2,1,3,3,3,1,1,1,2,2,2,2,3,1,3,3,3,2,3,3,2,NA,3,1,2,2,3,NA,1,2,1,3,2,3,3,NA,1,2,2,2,NA,3,2,1,1,3,1,3,2,1,2,3,NA,3,3,2,1,2,1,1,2,2,NA,2,3,2,NA,3,3,3,3,1,2,2,3,2,1,1,2,2,2,1,2,2,2,NA,2,2,2,3,2,2,1,NA,NA,1,3,2,3,1,2,3,1,3,2,NA,2,3,2,3,NA,2,2
UTS_17_1y_1873,3,1,3,3,3,1,3,3,NA,NA,1,1,3,1,3,1,3,3,3,2,NA,3,3,2,1,2,2,1,2,3,3,3,2,1,3,3,NA,3,1,2,3,2,3,3,2,3,2,1,NA,2,3,3,2,2,3,1,3,1,1,NA,NA,2,3,2,2,3,1,1,2,NA,3,1,3,NA,2,NA,2,NA,2,3,2,NA,2,2,2,3,3,NA,2,1,2,2,NA,3,2,NA,3,NA,1,3,NA,2,NA,1,1,3,1,NA,3,3,3,1,NA,2,3,3,2,2,1,1,2,1,NA,2,3,2,NA,2,3,3,2,2,2,NA,3,2,NA,2,1,1,3,1,2,1,3,NA,1,1,2,3,2,1,1,NA,NA,1,2,2,3,2,3,3,1,3,1,NA,2,NA,2,3,NA,3,3
UTS_17_1y_1874,3,2,2,3,2,1,3,3,1,1,2,3,3,1,3,3,2,2,3,3,2,2,2,1,1,1,1,1,3,2,3,3,3,1,3,3,3,2,1,2,2,1,3,3,2,3,3,1,3,2,2,2,1,3,3,1,2,1,1,3,NA,1,3,2,3,2,1,2,1,1,1,1,3,NA,2,1,3,NA,2,3,1,3,3,1,3,2,3,NA,1,1,3,1,NA,3,3,NA,1,2,1,2,NA,3,3,1,2,3,2,3,2,3,1,1,NA,1,3,3,2,1,1,1,2,1,NA,3,3,1,NA,3,2,3,3,3,1,NA,2,3,1,2,1,1,1,2,2,2,3,1,1,2,2,2,2,1,2,NA,3,1,2,2,2,3,3,2,1,3,1,2,2,1,3,3,NA,3,3
UTS_17_1y_1875,3,2,2,3,2,3,3,3,NA,2,1,1,3,1,3,3,2,2,3,3,NA,2,2,NA,NA,1,1,1,2,3,2,3,1,2,3,3,NA,3,1,2,2,2,2,3,3,3,1,1,NA,2,2,3,2,3,2,1,3,1,1,NA,NA,1,NA,3,2,2,1,2,2,1,1,1,2,NA,2,NA,3,NA,2,NA,3,NA,NA,3,NA,2,3,NA,1,NA,1,2,NA,2,3,NA,1,NA,3,2,NA,3,NA,1,1,2,2,2,NA,1,1,3,NA,3,3,3,1,1,2,1,1,2,NA,2,2,2,NA,1,3,3,1,NA,1,NA,3,3,NA,2,1,NA,3,1,2,1,3,NA,2,NA,NA,NA,2,1,2,NA,NA,2,3,1,NA,1,2,2,2,1,1,NA,1,NA,3,3,NA,3,3
UTS_17_1y_1876,3,2,2,3,2,3,3,3,3,1,2,1,3,1,3,2,3,2,3,2,2,2,1,NA,1,3,1,1,3,2,1,1,1,1,3,3,2,2,1,2,3,1,2,3,1,3,2,1,1,2,2,3,2,1,2,1,2,2,2,3,2,1,2,3,3,2,1,1,3,2,3,1,3,1,1,1,2,3,3,2,2,3,3,1,2,2,3,1,1,2,2,3,2,2,3,NA,1,3,1,1,1,3,3,2,1,3,2,3,3,3,2,3,NA,3,3,3,1,1,2,2,2,2,NA,2,2,1,NA,2,2,3,2,2,3,2,3,2,1,2,2,1,3,2,2,2,3,2,2,1,3,2,2,2,1,NA,NA,2,3,2,NA,3,2,3,2,3,1,2,3,3,1,3,NA,3,3
UTS_17_1y_1878,1,1,3,2,3,2,NA,3,NA,NA,NA,1,3,2,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,1,2,NA,3,3,3,1,2,1,3,1,NA,3,1,NA,3,1,NA,3,1,3,3,1,NA,2,3,3,NA,2,2,NA,NA,NA,1,NA,NA,1,NA,2,3,NA,1,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,3,NA,3,NA,1,NA,NA,NA,NA,3,2,NA,2,NA,1,2,NA,3,NA,NA,1,3,1,NA,1,3,1,3,NA,2,3,3,NA,1,1,2,2,2,NA,3,2,1,NA,NA,2,2,3,NA,1,NA,3,2,NA,3,NA,1,3,1,2,1,NA,NA,NA,2,NA,NA,2,1,3,NA,NA,1,NA,3,NA,1,3,3,2,NA,NA,NA,2,NA,3,2,NA,NA,NA
UTS_17_1y_1880,2,1,3,3,2,2,3,3,2,2,NA,1,3,1,2,1,1,2,3,2,3,3,2,1,1,2,1,1,3,3,3,1,1,3,3,2,NA,1,1,2,2,2,NA,3,2,2,2,1,2,1,2,3,1,1,2,1,2,NA,2,NA,NA,1,3,1,1,3,2,1,2,1,2,1,3,NA,2,2,3,2,3,2,3,NA,NA,1,2,3,3,NA,1,1,2,3,1,2,3,NA,1,3,1,1,2,3,3,1,2,3,1,3,3,3,2,2,NA,2,3,3,1,1,2,1,1,1,NA,3,1,1,NA,3,3,3,1,1,1,NA,2,3,NA,3,1,1,3,2,3,3,3,1,2,2,2,3,2,2,1,NA,NA,2,2,2,3,2,3,2,2,3,3,NA,1,2,3,3,NA,2,2
UTS_17_1y_1881,2,1,3,3,3,1,2,3,1,1,1,1,2,1,2,2,2,3,2,2,3,1,3,1,1,2,1,1,3,1,3,3,2,1,3,2,3,2,2,2,2,1,2,3,2,3,2,1,3,2,2,3,2,3,2,1,3,1,1,3,1,2,3,3,3,2,1,2,1,1,3,1,2,1,2,1,3,2,3,3,2,2,3,1,2,2,3,1,2,2,1,1,1,2,3,2,3,3,1,1,1,3,2,2,2,3,1,3,2,3,2,2,1,2,3,3,2,2,1,1,3,1,NA,2,3,1,1,3,2,2,3,1,1,2,3,2,1,3,2,2,2,1,3,2,2,1,2,2,1,1,3,2,2,2,3,1,1,3,1,2,2,3,2,3,2,NA,2,3,3,2,NA,1,1
UTS_17_1y_1882,2,2,2,3,2,2,3,3,NA,2,1,1,3,1,2,3,NA,3,2,1,NA,2,3,NA,1,1,1,1,1,3,3,2,2,1,3,3,NA,3,1,2,3,1,NA,2,2,3,2,1,2,3,2,3,NA,2,2,1,3,1,1,NA,NA,2,3,3,2,2,1,1,2,NA,3,1,3,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3,1,3,NA,2,NA,2,2,1,3,3,NA,1,NA,1,3,NA,NA,NA,1,3,3,2,2,3,1,1,1,NA,2,3,3,2,1,3,2,3,1,NA,2,3,2,NA,1,2,2,2,NA,1,NA,2,2,NA,3,2,NA,3,1,3,1,3,NA,2,1,NA,NA,2,1,1,NA,NA,2,2,2,1,2,3,3,3,2,1,NA,1,NA,3,3,NA,NA,NA
UTS_17_1y_1883,2,2,2,3,2,2,3,3,1,NA,2,2,3,1,3,3,2,3,3,1,3,1,2,NA,1,1,1,1,3,2,2,1,2,2,3,3,NA,3,2,2,2,1,2,3,2,3,1,1,3,3,1,3,NA,3,3,1,3,1,1,NA,2,2,3,2,3,2,1,2,1,2,3,2,2,NA,3,NA,2,NA,3,3,3,NA,3,2,1,1,3,2,1,2,3,2,1,3,3,1,3,NA,2,1,NA,NA,NA,1,2,3,1,1,2,2,2,2,NA,2,3,3,2,2,2,1,2,2,NA,1,3,2,1,2,3,3,2,1,1,3,3,3,1,2,3,2,2,1,3,1,2,NA,3,NA,NA,2,3,2,1,NA,NA,1,2,2,3,2,2,2,3,3,2,NA,1,2,3,2,NA,2,2
UTS_17_1y_1884,2,2,2,3,2,3,2,3,2,1,1,3,2,1,2,3,1,3,3,3,2,3,1,1,1,1,1,1,2,3,3,1,1,1,3,3,2,3,1,3,1,2,3,3,1,2,1,1,3,3,3,3,2,1,3,1,2,2,2,2,1,2,2,2,3,1,1,3,1,2,3,1,3,1,2,1,2,1,3,2,3,NA,3,1,2,2,3,1,1,2,2,3,2,3,1,2,3,3,1,1,1,3,1,2,2,3,2,2,3,3,1,3,1,3,2,3,2,1,2,1,2,1,1,3,3,2,3,2,2,2,3,3,2,2,2,3,1,2,3,2,2,1,3,2,3,1,2,1,3,2,2,2,1,1,2,2,2,2,1,2,1,2,1,3,2,3,2,2,3,3,2,3,3
UTS_17_1y_1885,3,2,3,2,3,3,2,3,1,2,1,1,3,1,2,1,3,2,2,2,2,2,3,1,1,2,2,1,2,3,2,1,2,1,3,1,3,2,1,3,3,2,2,3,2,3,2,1,2,1,3,2,3,2,3,1,3,2,2,3,1,2,3,2,3,2,1,2,1,1,3,1,3,NA,2,NA,NA,3,3,3,3,NA,3,1,3,2,3,2,2,1,1,1,2,2,3,NA,3,2,1,2,1,3,1,2,2,3,1,3,1,3,3,2,NA,2,3,3,1,1,1,2,2,1,NA,1,2,1,NA,2,3,3,2,1,2,2,3,2,1,2,3,1,1,1,3,1,2,1,1,1,2,3,1,2,1,NA,NA,2,2,3,2,2,3,2,1,3,2,NA,2,2,3,3,NA,1,1
